PR Number,Grant Number,Pgrp / Center,Proposal Title,PI Name,Technical Officer,Institution,Award Date,Performance Start Date,Performance End Date,Status,Congressional Directed Item,"[{u'bibcode': u'2013IJAEO..23..192K'}, {u'bibcode': u'2013IJAEO..23..213J'}, {u'bibcode': u'2013IJAEO..23..245D'}, {u'bibcode': u'2013IJAEO..23..334R'}, {u'bibcode': u'2013IJAEO..23..132A'}, {u'bibcode': u'2013IJAEO..23..142S'}, {u'bibcode': u'2013NewA...22...22C'}, {u'bibcode': u'2013NewA...22...51U'}, {u'bibcode': u'2013CNSNS..18.1939L'}, {u'bibcode': u'2013CNSNS..18.1970M'}, {u'bibcode': u'2013CNSNS..18.2066Z'}, {u'bibcode': u'2013CNSNS..18.2177P'}, {u'bibcode': u'2013CNSNS..18.2188T'}, {u'bibcode': u'2013CNSNS..18.2222Z'}, {u'bibcode': u'2013NewA...21...27L'}, {u'bibcode': u'2013NewA...21...40L'}, {u'bibcode': u'2013NewA...21...50K'}, {u'bibcode': u'2013CNSNS..18.1568S'}, {u'bibcode': u'2013CNSNS..18.1623R'}, {u'bibcode': u'2013CNSNS..18.1652F'}]"
4200157263,NNX06AB26G,HQ,MODELS AND CODE CALCULATIONS OF IMPACT PROCESSES IN ASTEROIDS AND SOLAR SYSTEM BODIES,KEITH HOLSAPPLE,STEVE SAUNDERS,UNIVERSITY OF WASHINGTON,6/12/06,5/10/06,5/9/09,AWARDED,NO,"[{u'bibcode': u'2009LPI....40.2053H'}, {u'bibcode': u'2009P&SS...57..127H'}]"
4200155929,NNX06AB53G,HQ,SPECTROSCOPY OF NATURAL GLASSES AND CONSTRAINTS ON MINERAL DETECTABILITY IN THE MIDDLE INFRARED,VICTORIA HAMILTON,MARILYN LINDSTROM,UNIVERSITY OF HAWAII,6/12/06,5/10/06,5/9/08,AWARDED,NO,no hits,"[{u'bibcode': u'2009LPI....40.2053H'}, {u'bibcode': u'2009P&SS...57..127H'}]"
4200157839,NNX06AB61G,HQ,TEMPERATURE DEPENDENCE OF OXYGEN ATOM RECOMBINATION,DAVID HUESTIS,PHILIP RICHARDS,SRI INTERNATIONAL,6/12/06,6/1/06,5/31/07,AWARDED,NO,no hits,"[{u'bibcode': u'2009LPI....40.2053H'}, {u'bibcode': u'2009P&SS...57..127H'}]"
4200156303,NNX06AB63G,GSFC,A-TRAIN DATA DEPOT: INTEGRATING ATMOSPHERE MEASUREMENTS ALONG THE A-TRAIN TRACKS UTILIZING DATA FROM,GRAEME STEPHENS,STEVE KEMPLER,COLORADO STATE UNIVERSITY,6/12/06,5/8/06,5/7/08,AWARDED,NO,no hits,"[{u'bibcode': u'2009LPI....40.2053H'}, {u'bibcode': u'2009P&SS...57..127H'}]"
4200157713,NNX06AB64G,GSFC,SUB-MILLIMETER SPECTROSCOPY OF ASTROPHYSICALLY SIGNIFICANT METAL HYDRADE-SPECIES,LUCY ZIURYS,PAMELA MARCUM,UNIVERSITY OF ARIZONA,6/12/06,6/1/06,5/31/09,AWARDED,NO,[{u'bibcode': u'2006JMoSp.240...58H'}]
4200157953,NNX06AB76G,HQ,PROPOSAL FOR THE 2006 ACHIEVING SATELLITE INSTRUMENT CALIBRATION FOR CLIMATE CHANGE (ASIC3) WORKSHOP,JOE TANSOCK,JACK KAYE,UTAH STATE UNIVERSITY RESEARCH FOUNDATION,6/12/06,5/18/06,5/17/07,AWARDED,NO,no hits,[{u'bibcode': u'2006JMoSp.240...58H'}]
4200158601,NNX06AB86G,HQ,MULTI INSTRUMENT INVESTIGATION OF INNER MAGNETOSPHERE / IONOSPHERE DISTURBANCES,JOHN FOSTER,MADULIKA GUHATHAKURTA,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,6/12/06,5/9/06,5/8/09,AWARDED,NO,"[{u'bibcode': u'2009AAS...21346408C'}, {u'bibcode': u'2007JGRA..11211302H'}, {u'bibcode': u'2007AnGeo..25.1791F'}]"
4200154952,NNX06AB97G,GSFC,O VI AND C III EMISSION FROM LMC SUPERBUBBLE,CHARLES DANFORTH,GEORGE SONNEBORN,UNIVERSITY OF COLORADO - CASA,6/12/06,6/6/06,6/5/07,AWARDED,NO,no hits,"[{u'bibcode': u'2009AAS...21346408C'}, {u'bibcode': u'2007JGRA..11211302H'}, {u'bibcode': u'2007AnGeo..25.1791F'}]"
4200158862,NNX06AC02G,HQ,INTERNATIONAL SYMPOSIUM ON RECENT OBSERVATIONS AND SIMULATIONS OF THE SUN-EARTH SYSTEM,VANIA JORDANOVA,MADHUIKA GUHATHAKURTA,UNIVERSITY OF NEW HAMPSHIRE,6/12/06,5/24/06,5/23/07,AWARDED,NO,no hits,"[{u'bibcode': u'2009AAS...21346408C'}, {u'bibcode': u'2007JGRA..11211302H'}, {u'bibcode': u'2007AnGeo..25.1791F'}]"
4200158800,NNX06AC05G,HQ,IMPLICATIONS OF ENERGETIC PARTICLE PRECIPITATION FOR THE STRATOSPHERE,CORA RANDALL,MADHULIKA GUHATHAKURTA,UNIVERSITY OF COLORADO,6/12/06,7/1/06,6/30/09,AWARDED,NO,"[{u'bibcode': u'2011ACP....11.6153J'}, {u'bibcode': u'2011ACPD...11.7715J'}, {u'bibcode': u'2010GeoRL..3722106F'}, {u'bibcode': u'2009JGRA..11410312S'}, {u'bibcode': u'2009GeoRL..3618811R'}]"
4200159324,NNX06AC24G,HQ,STUDY OF THE CHANGING SOLAR INTERIOR USING GLOBAL AND LOCAL HELIOSEISMOLOGY,EDWARD RHODES,MADHULIKA GUHATHAKURTA,UNIVERSITY OF SOUTHERN CALIFORNIA,6/12/06,5/24/06,5/23/09,AWARDED,NO,[{u'bibcode': u'2011IAUS..273..389R'}]
4200155880,NNX06AB20G,HQ,ACQUISITION OF ORIENTED MID-INFRARED (100-4000 CM-1) SPECTRA AND OPTICAL CONSTANTS FOR 49 MINERALS..,GEORGE ROSSMAN,MARILYN LINDSTROM,CALIFORNIA INSTITUTE OF TECHNOLOGY,6/13/06,5/10/06,5/9/07,AWARDED,NO,"[{u'bibcode': u'2009Icar..204..663G'}, {u'bibcode': u'2009LPI....40.2156C'}]"
4200155471,NNX06AB51G,GSFC,STAR FORMATION HISTORY IN THE RICHEST CLUSTERS OF GALAXIES,WILLIAM KEEL,SUSAN NEFF,UNIVERSITY OF ALABAMA-TUSCALOOSA,6/13/06,8/1/06,7/31/07,AWARDED,NO,no hits,"[{u'bibcode': u'2009Icar..204..663G'}, {u'bibcode': u'2009LPI....40.2156C'}]"
4200156681,NNX06AB08A,HQ,DATA AND INFORMATION LAYER (DIAL),BRUCE CARON,MARTHA MAIDEN,"NEW MEDIA STUDIO, INC.",6/14/06,6/1/06,5/31/08,AWARDED,NO,no hits,"[{u'bibcode': u'2009Icar..204..663G'}, {u'bibcode': u'2009LPI....40.2156C'}]"
4200157264,NNX06AB30G,HQ,STUDIES OF ASTEROIDS AND SATELLITES,ALAN HARRIS,STEVE SAUNDERS,ARIZONA STATE UNIVERSITY,6/14/06,5/10/06,5/9/07,AWARDED,NO,[{u'bibcode': u'2006DPS....38.5917W'}]
4200157266,NNX06AB31G,HQ,GLOBAL GEOLOGICAL MAP OF EUROPA,RONALD GREELEY,STEVE SAUNDERS,ARIZONA STATE UNIVERSITY,6/14/06,5/15/06,5/14/07,AWARDED,NO,no hits,[{u'bibcode': u'2006DPS....38.5917W'}]
4200156505,NNX06AB58G,GSFC,PARTICIPATION IN THE CASSINI-HUYGENS GAS CHROMATOGRAPH-MASS SPECTROMETER TEAM,TOBIAS OWEN,WAYNE KASPRZAK,UNIVERSITY OF HAWAII,6/14/06,5/4/06,5/3/08,AWARDED,NO,no hits,[{u'bibcode': u'2006DPS....38.5917W'}]
4200143736,NNX06AB82G,HQ,GENERATION OF O AND O IN COMETARY ATMOSPHERES,TOM SLANGER,CURT NIEBUR,SRI INTERNATIONAL,6/14/06,5/18/06,5/17/09,AWARDED,NO,"[{u'bibcode': u'2012Icar..220..205K'}, {u'bibcode': u'2009mss..confEWI15K'}]"
4200158548,NNX06AB85G,HQ,INTERMITTENT HEATING OF THE SOLAR WIND IN CORONAL HOLES,SERGEI MARKOVSKII,MADHULIKA GUHATHAKURTA,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,6/14/06,5/18/06,5/17/09,AWARDED,NO,no hits,"[{u'bibcode': u'2012Icar..220..205K'}, {u'bibcode': u'2009mss..confEWI15K'}]"
4200158549,NNX06AB89G,HQ,SOLAR WIND GEOEFFECTIVENESS AS A FUNCTION OF IMF AND DYNAMIC PRESSURE AND ITS EFFECT ON HIGH-LATITUD,ANTHANASIOS BOUDOURIDIS,MADHULIKA GUHATHAKURTA,UNIVERSITY OF CALIFORNIA,6/14/06,5/24/06,5/23/09,AWARDED,NO,"[{u'bibcode': u'2011JGRA..11610311K'}, {u'bibcode': u'2008JGRA..11312211B'}]"
4200158831,NNX06AC23G,GSFC,EFFICIENT HIGH SPEED IMPLEMENTATION OF A 4D TRELLIS,WAI FONG,ZHONGFENG WANG,OREGON STATE UNIVERSITY,6/14/06,5/24/06,5/23/07,AWARDED,NO,no hits,"[{u'bibcode': u'2011JGRA..11610311K'}, {u'bibcode': u'2008JGRA..11312211B'}]"
4200159421,NNX06AC31H,HQ,SPACE GRANT CONSORTIUM,THOMAS FILBURN,DIANE DETROYE,UNIVERSITY OF HARTFORD,6/14/06,5/25/06,5/24/11,AWARDED,NO,no hits,"[{u'bibcode': u'2011JGRA..11610311K'}, {u'bibcode': u'2008JGRA..11312211B'}]"
4200159063,NNX06AC41G,HQ,NUMERICAL MODELING OF CONVECTION IN EUROPA'S ICY SHELL WITH SALINITY AND ITS IMPACT ON SURFACE FEAT,LIJIE HAN,STEVE SAUNDERS,PLANETARY SCIENCE INSTITUTE,6/14/06,7/1/06,6/30/09,AWARDED,NO,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200159595,NNX06AC43G,GSFC,FUSE OBSERVATIONS OF HOT SUBDWARF B STARS,JEFFREY KRUK,GEORGE SONNEBORN,JOHN HOPKINS UNIVERSITY,6/14/06,7/1/06,6/30/07,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200159538,NNX06AC47G,GSFC,"HI, D I AND OTHER ABUNDANCES ALONG THREE EXTENDED SIGHTLINES",CRISTINA OLIVEIRA,GEORGE SONNEBORN,JOHNS HOPKINS UNIVERSITY,6/14/06,6/6/06,6/5/07,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200160135,NNX06AC55G,GSFC,CYCLONES FROM AFRICA: THE TRANSITION OF AFRICAN EASTERLY WAVES FROM CONTINENT TO OCEAN,EMMANOUIL ANAGNOSTOU,RICHARD LAWRENCE,MASSACHUSETTES INSTITUTE OF TECHNOLOGY,6/14/06,6/6/06,6/5/07,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200156029,NNX06AB40G,GSFC,A TRAIN DEPOT: INTEGRATING ATMOSPHERIC MEASUREMENTS,MARILYN FOGEL,DANIEL GLAVIN,CARNEGIE INSTITUTION OF WASHINGTON,6/15/06,6/1/06,5/31/09,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200155846,NNX06AB57G,GSFC,THE VALIDATION OF AURA OZONE MEASUREMENTS USING CLOUD SLICING,SUSHIL CHANDRA,P.K. BHARTTIA,UNIVERSITY OF MARYLAND BALTIMORE COUNTY,6/15/06,6/15/06,6/14/09,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200158628,NNX06AB83G,HQ,SOLAR FLARE FORECASTING USING TOPOLOGICAL ENERGY MODELS,DANA LONGCOPE,MADHULIKA GUHATHAKURTA,MONTANA STATE UNIVERSITY,6/15/06,10/1/06,9/30/09,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200158844,NNX06AC01G,HQ,DEVELOPMENT OF TRANSMISSION FILTERS FOR THE RESONANT LINES OF OXYGEN IN ...,MATTHEW BEASLEY,ERIC P SMITH,UNIVERSITY OF COLORADO,6/15/06,5/24/06,5/23/07,AWARDED,NO,no hits,"[{u'bibcode': u'2010Icar..207..834H'}, {u'bibcode': u'2009DPS....41.5103H'}]"
4200159325,NNX06AC21G,HQ,MODELING AND OBSERVATIONS OF SOLAR ENERGETIC PARTICLE SPECTRAL BREAKS,RICHARD MEWALDT,MADHULIKA GUHATHAKURTA,CALIFORNIA INSTITUTE OF TECHNOLOGY,6/15/06,5/24/06,5/23/09,AWARDED,NO,"[{u'bibcode': u'2010JGRA..115.6101C'}, {u'bibcode': u'2008ICRC....1...95C'}, {u'bibcode': u'2007SSRv..130..323M'}]"
4200147337,NNX06AB37G,HQ,HIGH-RESOLUTION FOSSIL FUEL EMISSION ESTIMATES IN SUPPORT OF NACP CO2 MEASUREMENTS AND ASSIMILATION,KEVIN GURNEY,WILLIAM EMANUEL,PURDUE UNIVERSITY,6/16/06,5/10/06,5/9/08,AWARDED,NO,no hits,"[{u'bibcode': u'2010JGRA..115.6101C'}, {u'bibcode': u'2008ICRC....1...95C'}, {u'bibcode': u'2007SSRv..130..323M'}]"
4200154462,NNX06AB44G,GSFC,RADIO AFTERGLOW STUDIES: THE LONG AND SHORT OF IT,SHRINIVAS KULKARNI,F. RICK HARNDEN,CAL TECH,6/16/06,5/10/06,5/9/07,AWARDED,NO,no hits,"[{u'bibcode': u'2010JGRA..115.6101C'}, {u'bibcode': u'2008ICRC....1...95C'}, {u'bibcode': u'2007SSRv..130..323M'}]"
4200159540,NNX06AC45G,GSFC,FUSE OBSERVATIONS-DEEP QUIESCENT MAGNETIC ACTIVITY STATE OF ALPHA CEN A,LAURENCE DEWARF,GEORGE SONNEBORN,VILLANOVA UNIVERSITY,6/19/06,6/6/06,6/5/07,AWARDED,NO,"[{u'bibcode': u'2009AAS...21340609D'}, {u'bibcode': u'2007AAS...21110423C'}, {u'bibcode': u'2006AAS...209.8901C'}]"
4200158895/159822,NNX06AB14G,HQ,GAS PHASE CHEMISTRY OF IONS AND MODULES....,THEODORE SNOW,PAMELA MARCUM,UNIVERSITY OF COLORADO,6/20/06,5/25/06,5/24/09,AWARDED,NO,[{u'bibcode': u'2008ApJ...680.1256H'}]
4200154047,NNX06AB56G,GSFC,SAM MSL,TOBIAS OWEN,PAUL MAHAFFY,UNIVERSITY OF HAWAII AT MANOA,6/20/06,7/1/06,6/30/09,AWARDED,NO,no hits,[{u'bibcode': u'2008ApJ...680.1256H'}]
4200157961,NNX06AB74G,HQ,TESTING CLIMATE MODEL SIMULATIONS OF CLOUD LIFECYCLE DYNAMICS USING NASA A-TRAIN,JAMES HACK,DONALD ANDERSON,UCAR,6/20/06,5/18/06,5/17/09,AWARDED,NO,no hits,[{u'bibcode': u'2008ApJ...680.1256H'}]
4200159769,NNX06AC38G,HQ,RELATIVISTIC ELECTRON ACCELERATION AND TRANSPORT: CRRES AND SCATHA OBSERVATIONS IN THE INNER MAGNET,JIM ROEDER,MADHULIKA GUHATHAKURTA,THE AEROSPACE CORPORATION,6/20/06,5/25/06,5/24/09,AWARDED,NO,[{u'bibcode': u'2008JASTP..70.1760F'}]
4200159648,NNX06AC39G,HQ,SOLAR-WIND ION ENTRY INTO THE MAGNETOSPHERE THROUGH THE MAGNETOSHEATH,MARGARET CHEN,MADHULIKA GUTHATHAKURTA,AEROSPACE CORPORATION,6/20/06,6/1/06,5/31/07,AWARDED,NO,[{u'bibcode': u'2008JASTP..70..482S'}]
4200158865,NNX06AC52H,SSC,ADVANCED PROPULSION SYSTEMS TESTING FOR OPTIMIZED DESIGNS,WILLIAM ANDERSON,KATIE WALLACE,PURDUE UNIVERSITY,6/20/06,8/1/06,7/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2008JASTP..70..482S'}]
4200158865,NNX06AC52H,SSC,ADVANCED PROPULSION SYSTEMS TESTING FOR OPTIMIZED DESIGNS,WILLIAM ANDERSON,KATIE WALLACE,PURDUE UNIVERSITY,6/20/06,8/1/06,7/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2008JASTP..70..482S'}]
4200160293,NNX06AC57G,HQ,VALIDATION OF OMI-DERIVED TROPOSPHERIC OZONE USING THE SCAN ANGLE GEOMETRY METHOD,MICHAEL NEWCHURCH,PHILIP DECOLA,UNIVERSITY OF ALABAMA AT HUNTSVILLE,6/20/06,7/1/06,6/30/09,AWARDED,NO,no hits,[{u'bibcode': u'2008JASTP..70..482S'}]
4200155295,NNX06AB45G,GSFC,CONSTRAINING LOW LEVEL STAR FORMATION ACTIVITY: A DEEP GALEX SURVEY AT THE OUTSKIRTS OF THE COMA CL,HENRY FERGUSON,SUSAN NEFF,SPACE TELESCOPE SCIENCE INSTITUTE,6/21/06,5/8/06,5/7/07,AWARDED,NO,no hits,[{u'bibcode': u'2008JASTP..70..482S'}]
4200156758,NNX06AB91G,HQ,SOUNDING OF SATELLITE INTERIORS BY USING ELECTROMAGNETIC INDUCTION,KRISHAN KHURANA,CURT NIEBUR,UNIVERSITY OF CALIFORNIA LA,6/21/06,5/18/06,5/17/09,AWARDED,NO,"[{u'bibcode': u'2010JGRA..11512202J'}, {u'bibcode': u'2010SSRv..152..271J'}, {u'bibcode': u'2008Icar..193..465K'}, {u'bibcode': u'2007JGRA..112.8203K'}]"
4200154900,NNX06AB99G,GSFC,O VI EMISSION FROM THE HALO OF THE EDGE-ON GALAXY NGC 3556,DANIEL WANG,GEORGE SONNEBORN,UNIVERSITY OF MASSACHUSETTS,6/21/06,6/6/06,6/5/07,AWARDED,NO,"[{u'bibcode': u'2009AIPC.1156..257W'}, {u'bibcode': u'2007arXiv0705.2772W'}, {u'bibcode': u'2007EAS....24...59W'}]"
4200158882,NNX06AC17G,GSFC,FPGA - IMPLEMENTATION OF LDPC DECODERS AND LDPC CODE DESIGN FOR LASER COMMUNICATION,WILLIAM RYAN,WAI FONG,UNIVERSITY OF ARIZONA,6/21/06,7/1/06,6/30/07,AWARDED,NO,no hits,"[{u'bibcode': u'2009AIPC.1156..257W'}, {u'bibcode': u'2007arXiv0705.2772W'}, {u'bibcode': u'2007EAS....24...59W'}]"
4200149854,NNX06AC72G,GSFC,CAREER OPPORTUNITIES FOR STUDENTS WITH DISABILITIES,RUSS COUGHENOUR,MICHAEL HARTMAN,UNIVERSITY OF TENNESSEE,6/21/06,6/6/06,6/5/07,AWARDED,NO,no hits,"[{u'bibcode': u'2009AIPC.1156..257W'}, {u'bibcode': u'2007arXiv0705.2772W'}, {u'bibcode': u'2007EAS....24...59W'}]"
4200155942,NNX06AB28G,HQ,IMPLANTATION OF MARTIAN ATMOSPHERE INTO METEORITES AS A FUNCTION OF TEMPERATURE,TIM SWINDLE,MARILYN LINDSTROM,UNIVERSITY OF ARIZONA,6/22/06,5/10/06,5/9/09,AWARDED,NO,[{u'bibcode': u'2009Icar..203...66S'}]
4200150266,NNX06AB39G,GSFC,DEVELOPMENT OF STANDARD IMPLEMENTATION PRACTICES AND PRODUCTIVITY SOFTWARE FOR ESMF-BASE MAP SYSTEMS,PAUL SCHOPF,MAX J. SUAREZ,COLA CENTER OF THE INSTITUTE OF GLOBAL ENVIRONMENT,6/22/06,5/10/06,5/9/09,AWARDED,NO,no hits,[{u'bibcode': u'2009Icar..203...66S'}]
4200146088,NNX06AB48G,GSFC,MOIST PHYSICS DEVELOPMENT FOR GEOS-5 USING SINGLE COLUMN MODELS WITH PARAMETERIZED DYNAMICS,ADAM SOBEL,MICHELE RIENECKER,COLUMBIA UNIVERSITY,6/22/06,5/8/06,5/7/09,AWARDED,NO,no hits,[{u'bibcode': u'2009Icar..203...66S'}]
4200159776,NNX06AC33G,HQ,SUMMER SCHOOL IN HIGH-ENERGY SOLAR PHYSICS AT THE UNIVERSITY OF NEW HAMPSHIRE,JAMES RYAN,MADHULIKA GUHATHAKURTA,UNIVERSITY OF NEW HAMPSHIRE,6/22/06,6/1/06,5/31/07,AWARDED,NO,no hits,[{u'bibcode': u'2009Icar..203...66S'}]
4200160213,NNX06AC65G,GSFC,MICROPHYSICAL MEASUREMENTS AND ANALYSIS IN SUPPORT OF THE NASA AFRICAN MONSOON MULTIDISCIPLINARY ACT,CYNTHIA TWOHY,RICHARD LAWRENCE,OREGON STATE UNIVERSITY/COLLEGE OF OCEANIC ATMOSPH,6/22/06,7/1/06,6/30/09,AWARDED,NO,no hits,[{u'bibcode': u'2009Icar..203...66S'}]
4200157234,NNX06AB27G,HQ,PHYSICAL STUDIES OF LARGE SCALE COLLISIONS,DAVID NESVORNEY,R. STEPHEN SAUNDERS,SOUTHWEST RESEARCH INSTITUTE,6/23/06,5/10/06,5/9/09,AWARDED,NO,no hits,[{u'bibcode': u'2009Icar..203...66S'}]
4200158662,NNX06AB84G,HQ,QUANTIFYING LOSSES AND SOURCES OF RELATIVISTIC ELECTRONS USING KALMAN FILTERING,YURI SHPRITS,MADHULIKA GUHATHAKURTA,UNIVERSITY OF CALIFORNIA AT LOS ANGELES,6/23/06,6/1/06,5/31/09,AWARDED,NO,"[{u'bibcode': u'2009JASTP..71.1647A'}, {u'bibcode': u'2008JASTP..70.1679S'}, {u'bibcode': u'2008JASTP..70.1694S'}, {u'bibcode': u'2007JGRA..11212216S'}, {u'bibcode': u'2006JGRA..11112206S'}, {u'bibcode': u'2006JGRA..11111214S'}]"
4200159217,NNX06AC19G,HQ,HEATING THE CORONA AND THE SOLAR WIND....,AMITAVA BHATTACHARJEE,MADHULIKA GUHATHAKURTA,UNIVERSITY OF NEW HAMPSHIRE,6/23/06,7/1/06,6/30/09,AWARDED,NO,"[{u'bibcode': u'2013arXiv1302.0567L'}, {u'bibcode': u'2011arXiv1109.6038L'}, {u'bibcode': u'2010AGUFMSH31C1809N'}, {u'bibcode': u'2010APS..DPPNP9119L'}, {u'bibcode': u'2009PhPl...16k2102B'}, {u'bibcode': u'2009JGRA..114.1107P'}, {u'bibcode': u'2007PhPl...14e2106P'}, {u'bibcode': u'2007PhPl...14e2109P'}]"
4200160362,NNX06AC67G,GSFC,MICROPHYSICAL MEASUREMENTS AND ANALYSIS IN SUPPORT OF THE NASA AFRICAN MONSOON MULTIDISCIPLINARY,ANDREW HEYMSFIELD,RICHARD LAWRENCE,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,6/23/06,6/6/06,6/5/09,AWARDED,NO,no hits,"[{u'bibcode': u'2013arXiv1302.0567L'}, {u'bibcode': u'2011arXiv1109.6038L'}, {u'bibcode': u'2010AGUFMSH31C1809N'}, {u'bibcode': u'2010APS..DPPNP9119L'}, {u'bibcode': u'2009PhPl...16k2102B'}, {u'bibcode': u'2009JGRA..114.1107P'}, {u'bibcode': u'2007PhPl...14e2106P'}, {u'bibcode': u'2007PhPl...14e2109P'}]"
4200148867,NNX06AC22G,GSFC,DESIGN AND ANALYSIS IN SUPPORT OF MISSION ARCHITECTURES IN NASA'S VISION FOR SPACE EXPLORATION,DR. KATHLEEN HOWELL,DAVID FOLTA,PURDUE UNIVERSITY,6/26/06,5/24/06,5/23/07,AWARDED,NO,no hits,"[{u'bibcode': u'2013arXiv1302.0567L'}, {u'bibcode': u'2011arXiv1109.6038L'}, {u'bibcode': u'2010AGUFMSH31C1809N'}, {u'bibcode': u'2010APS..DPPNP9119L'}, {u'bibcode': u'2009PhPl...16k2102B'}, {u'bibcode': u'2009JGRA..114.1107P'}, {u'bibcode': u'2007PhPl...14e2106P'}, {u'bibcode': u'2007PhPl...14e2109P'}]"
4200156838,NNX06AB06G,HQ,UNDERSTANDING AND SPECIFYING THE DAYSIDE CURRENT CIRCUIT AND ITS ROLE IN M-1 COUPLING,JESPER GJERLOEV,MARY MELLOT,JOHNS HOPKINS UNIVERSITY,6/27/06,5/15/06,5/14/07,AWARDED,NO,no hits,"[{u'bibcode': u'2013arXiv1302.0567L'}, {u'bibcode': u'2011arXiv1109.6038L'}, {u'bibcode': u'2010AGUFMSH31C1809N'}, {u'bibcode': u'2010APS..DPPNP9119L'}, {u'bibcode': u'2009PhPl...16k2102B'}, {u'bibcode': u'2009JGRA..114.1107P'}, {u'bibcode': u'2007PhPl...14e2106P'}, {u'bibcode': u'2007PhPl...14e2109P'}]"
