PR Number,Grant Number,Pgrp / Center,Proposal Title,PI Name,Technical Officer,Institution,Award Date,Performance Start Date,Performance End Date,Status,Congressional Directed Item,"[{u'bibcode': u'2013IJAEO..23..192K'}, {u'bibcode': u'2013IJAEO..23..213J'}, {u'bibcode': u'2013IJAEO..23..245D'}, {u'bibcode': u'2013IJAEO..23..334R'}, {u'bibcode': u'2013IJAEO..23..132A'}, {u'bibcode': u'2013IJAEO..23..142S'}, {u'bibcode': u'2013NewA...22...22C'}, {u'bibcode': u'2013NewA...22...51U'}, {u'bibcode': u'2013CNSNS..18.1939L'}, {u'bibcode': u'2013CNSNS..18.1970M'}, {u'bibcode': u'2013CNSNS..18.2066Z'}, {u'bibcode': u'2013CNSNS..18.2177P'}, {u'bibcode': u'2013CNSNS..18.2188T'}, {u'bibcode': u'2013CNSNS..18.2222Z'}, {u'bibcode': u'2013NewA...21...27L'}, {u'bibcode': u'2013NewA...21...40L'}, {u'bibcode': u'2013NewA...21...50K'}, {u'bibcode': u'2013CNSNS..18.1568S'}, {u'bibcode': u'2013CNSNS..18.1623R'}, {u'bibcode': u'2013CNSNS..18.1652F'}]"
4200156602,NNX06AC16G,GSFC,EFFECT OF RADIATION ON NON-LINEAR CRYSTALS,DAVID ROTH,BRIAN OTTENS,JOHNS HOPKINS UNIVERSITY,6/27/06,5/2/06,10/1/06,AWARDED,NO,no hits,"[{u'bibcode': u'2013arXiv1302.0567L'}, {u'bibcode': u'2011arXiv1109.6038L'}, {u'bibcode': u'2010AGUFMSH31C1809N'}, {u'bibcode': u'2010APS..DPPNP9119L'}, {u'bibcode': u'2009PhPl...16k2102B'}, {u'bibcode': u'2009JGRA..114.1107P'}, {u'bibcode': u'2007PhPl...14e2106P'}, {u'bibcode': u'2007PhPl...14e2109P'}]"
4200159115,NNX06AC86G,GSFC,BIOMASS-BURNING AEROSOIS IN SOUTH EAST ASIA: SMOKE IMPACT ASSESSMENT (BASE-ASIA),LACKSON MARUFU,SI-CHEE TSAY,UNIVERSITY OF MARYLAND,6/27/06,6/20/06,6/19/07,AWARDED,NO,no hits,"[{u'bibcode': u'2013arXiv1302.0567L'}, {u'bibcode': u'2011arXiv1109.6038L'}, {u'bibcode': u'2010AGUFMSH31C1809N'}, {u'bibcode': u'2010APS..DPPNP9119L'}, {u'bibcode': u'2009PhPl...16k2102B'}, {u'bibcode': u'2009JGRA..114.1107P'}, {u'bibcode': u'2007PhPl...14e2106P'}, {u'bibcode': u'2007PhPl...14e2109P'}]"
4200155293,NNX06AB46G,GSFC,MAGNETIC FIELDS ON ALIEN DWARFS: STELLAR ACTIVITY IN THE ARCTURUS MOVING GROUP,ALEXANDER BROWN,SUSAN NEFF,UNIVERSITY OF COLORADO,6/28/06,7/1/06,6/30/07,AWARDED,NO,[{u'bibcode': u'2012AAS...22032804B'}]
4200159018,NNX06AB94G,GSFC,TARGET OF OPPORTUNITY OBSERVATION OF A MAJOR RADIO....,MICHAEL MCCOLLOUGH,BONNARD TEEGARDEN,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,6/28/06,5/31/06,5/30/07,AWARDED,NO,"[{u'bibcode': u'2011MNRAS.416L..84K'}, {u'bibcode': u'2010arXiv1003.4278M'}]"
4200159237,NNX06AC27G,HQ,UNDERSTANDING ENERGETIC PARTICLE RESPONSES TO LOCAL INTERPLANETARY SHOCKS THROUGH OBSERVATION,CHRISTINA COHEN,MADHULIKA GUHATHAKURTA,CALIFORNIA INSTITUTE OF TECHNOLOGY,6/28/06,5/24/06,5/23/09,AWARDED,NO,"[{u'bibcode': u'2008AGUSMSH41A..05C'}, {u'bibcode': u'2008JASTP..70..219R'}]"
4200159597,NNX06AC42G,GSFC,FUSE OBSERVATION OF HOT SUBDWARF B STARS,ELIZABETH GREEN,GEORGE SONNEBORN,UNIVERSITY OF ARIZONA,6/28/06,8/1/06,7/31/07,AWARDED,NO,[{u'bibcode': u'2009A&A...496..827O'}]
4200159595,NNX06AC43G S01,GSFC,SUPPLEMENTAL ADMINISTRATIVE CHANGE TO CORRECT P.I. NAME,JEFFREY KRUK,GEORGE SONNEBORN,JOHNS HOPKINS UNIVERSITY,6/28/06,7/1/06,6/30/07,AWARDED,NO,no hits,[{u'bibcode': u'2009A&A...496..827O'}]
4200158867,NNX06AC91H S01,SSC,S01 ADMINISTRATIVE CHANGE,GREGORY CARTER,KATIE WALLACE,UNIVERSITY OF SOUTHERN MISSISSIPPI,6/28/06,8/1/06,7/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2009A&A...496..827O'}]
4200158867,NNX06AC91H S01,SSC,S01 ADMINISTRATIVE CHANGE,GREGORY CARTER,KATIE WALLACE,UNIVERSITY OF SOUTHERN MISSISSIPPI,6/28/06,8/1/06,7/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2009A&A...496..827O'}]
4200162359,NNX06AC93G,GSFC,CORRECTIONS TO SCATTEROMETER WIND VECTORS: REMOVING AND CALIBRATING RAIN INDUCED ERRORS USING HIGH,DAVID WEISSMAN,SIRPA HAKKINEN,HOFSTRA UNIVERSITY,6/28/06,7/1/06,6/30/07,AWARDED,NO,no hits,[{u'bibcode': u'2009A&A...496..827O'}]
4200158924,NNX06AD26A,GSFC,THE RADIOMETRIC CALIBRATION OF CASSINI COMPOSITE INFRARED SPECTROMETER (CIRS) SPECTRA,RONALD CARLSON,MICHAEL FLASAR,CATHOLIC UNIVERSITY OF AMERICA,6/28/06,6/1/06,5/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2009A&A...496..827O'}]
4200148024,NNX06AB41G,HQ,HEAVY ION ABSORPTION SIGNATURES NEAR THE INNER JOVIAN MOONS,CHRISTINA COHEN,CURT NIEBUR,CAL TECH,6/29/06,5/10/06,5/9/09,AWARDED,NO,[{u'bibcode': u'2009JGRA..114.1207S'}]
4200154407,NNX06AB43G,GSFC,A SYSTEMATIC SEARCH FOR TWO DISTINCT GAMMA-RAY BURST PULSE TYPES IN SWIFT BAT DATA,JON HAKKILA,F. RICK HARNDEN,COLLEGE OF CHARLESTON,6/29/06,5/10/06,5/9/07,AWARDED,NO,no hits,[{u'bibcode': u'2009JGRA..114.1207S'}]
4200156694,NNX06AB67G,HQ,EVAPORATIVE PROCESSES ON MARS: CONSTRAINTS FROM EXPERIMENTS AND MODELING,SCOTT MCLENNAN,MARILYN LINDSTROM,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,6/29/06,5/10/06,5/9/07,AWARDED,NO,[{u'bibcode': u'2007GeCoA..71.2680T'}]
4200159019,NNX06AB96G,GSFC,RAPID FLARES FROM TEV BLAZARS,WEI CUI,STEVE SNOWDEN,PURDUE UNIVERSITY,6/29/06,6/1/06,5/31/07,AWARDED,NO,no hits,[{u'bibcode': u'2007GeCoA..71.2680T'}]
4200246024,NNX06AC32G S03,HQ,ADMINISTRATIVE - NO COST EXTENSION,LAWRENCE TOWNSEND,RAMONA KESSEL,UNIVERSITY OF TENNESSEE - KNOXVILLE,6/29/06,6/1/06,5/31/10,AWARDED,NO,no hits,[{u'bibcode': u'2007GeCoA..71.2680T'}]
4200161069,NNX06AC78G,GSFC,"PROPERTIES OF CONVECTIVE CLOUDS OVER THE EASTERN ATLANTIC, COMPARISON WITH THE EAST PACIFIC, AND HOW",JOSEPH EVERETTE,RICHARD LAWRENCE,HOWARD UNIVERSITY,6/29/06,7/1/06,6/30/09,AWARDED,NO,[{u'bibcode': u'2010JGRD..11518108J'}]
4200159239,NNX06AC26G,HQ,"TURBULENT HEATING OF THE CORONA, ORIGIN OF SOLAR WIND FLUCTUATIONS, AND BOUNDARY CONDITIONS IN THE",WILLIAM MATTHAEUS,MADHULIKA GUHATHAKURTA,UNIVERSITY OF DELAWARE,6/30/06,6/1/06,5/31/07,AWARDED,NO,no hits,[{u'bibcode': u'2010JGRD..11518108J'}]
4200158949,NNX06AC53G,GSFC,PROBING THE EVOLUTION OF ACTIVITY IN HERBIG AE STARS WITH FUSE,GERARD WILLIGER,GEORGE SONNEBORN,UNIVERSITY OF LOUISVILLE,6/30/06,6/6/06,6/5/07,AWARDED,NO,no hits,[{u'bibcode': u'2010JGRD..11518108J'}]
4200158950,NNX06AC54G,GSFC,GALAXIES AND QUASARS IN THE LARGEST STRUCTURES AT Z ~ 1,GERARD WILLIGER,SUSAN NEFF,UNIVERSITY OF LOUISVILLE,6/30/06,6/6/06,6/5/07,AWARDED,NO,no hits,[{u'bibcode': u'2010JGRD..11518108J'}]
4200160257,NNX06AC60G,GSFC,CLUSTER: ANALYSIS OF 3-DIMENSIONAL RECONNECTION,PATRICIA REIFF,MELVYN GOLDSTEIN,RICE UNIVERSITY,6/30/06,6/9/06,6/8/09,AWARDED,NO,no hits,[{u'bibcode': u'2010JGRD..11518108J'}]
4200160292,NNX06AC63G,HQ,INTERNATIONAL MODIS/AIRS PROCESSING PACKAGE (IMAPP) FOR EOS DIRECT DATA MAINTENANCE AND CONTINUATION,ALLEN HUANG,GARIK GUTMAN,UNIVERSITY OF WISCONSIN-MADISON,6/30/06,6/6/06,6/5/07,AWARDED,NO,no hits,[{u'bibcode': u'2010JGRD..11518108J'}]
4200155984,NNX06AD01A,GSFC,LEHIGH UNIVERSITY/MID-ATLANTIC PARTNERSHIP FOR NASA NANOMATERIALS,MARTIN HAMMER,DAN POWELL,LEHIGH UNIVERSITY,6/30/06,6/30/06,6/29/08,AWARDED,YES,no hits,[{u'bibcode': u'2010JGRD..11518108J'}]
4200156105,NNX06AB49A,GSFC,THE DEVELOPMENT AND DEPLOYMENT OF A CEOP SATELLITE DATA SERVER,LIPING DI,KEN MCDONALD,GEORGE MASON UNIVERSITY,7/2/06,5/8/06,5/7/08,AWARDED,NO,[{u'bibcode': u'2011CG.....37..435B'}]
4200159235,NNX06AC28G,HQ,DATA ANALYSIS AND MODELING STUDY OF SECULAR CHANGE IN THERMOSPHERIC DENSITY,RASHID AKMAEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF COLORADO,7/2/06,6/1/06,5/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2011CG.....37..435B'}]
4200160249,NNX06AC66G,GSFC,DEVELOPING A LIDAR SIMULATION MODEL WITH THE GCE MODEL RESULTS AS INPUTS,ZHIEN WANG,TAO WEI-KUO,UNIVERSITY OF WYOMING,7/2/06,6/6/06,6/5/09,AWARDED,NO,no hits,[{u'bibcode': u'2011CG.....37..435B'}]
4200162285,NNX06AC97G,GSFC,HIGH-RESOLUTION DATA ASSIMILATION OF OCEAN VECTOR WINDS FOR TROPICAL CYCLONE PREDICTION USING,SHUYI CHEN,SIRPA HAKKINEN,UNIVERSITY OF MIAMI,7/2/06,7/1/06,6/30/08,AWARDED,NO,no hits,[{u'bibcode': u'2011CG.....37..435B'}]
4200159234,NNX06AC29G,HQ,STORM-TIME SUB-AURORAL ELECTRIC FIELDS: IONOSPHERIC AND MAGNETOSPHERIC CONTROL,PONTUS BRANDT,MADHULIKA GUHATHAKURTA,JOHNS HOPKINS UNIVERSITY,7/3/06,5/24/06,5/23/09,AWARDED,NO,"[{u'bibcode': u'2011JGRA..116.6220N'}, {u'bibcode': u'2011JGRA..116.0J20K'}, {u'bibcode': u'2010JGRA..115.0I12K'}, {u'bibcode': u'2010JGRA..115.0J03N'}]"
4200159327,NNX06AC11G,GSFC,"RADAR-BASED STUDIES OF CONVECTION, EASTERLY WAVES AND DEVELOPING TROPICAL STORMS IN NAMMA",ROBERT CIFELLI,RICHARD LAWRENCE,COLORADO STATE UNIVERSITY,7/5/06,6/1/06,5/31/09,AWARDED,NO,no hits,"[{u'bibcode': u'2011JGRA..116.6220N'}, {u'bibcode': u'2011JGRA..116.0J20K'}, {u'bibcode': u'2010JGRA..115.0I12K'}, {u'bibcode': u'2010JGRA..115.0J03N'}]"
4200159263,NNX06AC25G,HQ,PLASMA TRANSPORT FROM THE SOLAR WIND TO THE MAGNETOSPHERE,JOHN LYON,MADHULIKA GUHATHAKURTA,TRUSTEES OF DARTMOUTH COLLEGE,7/5/06,5/24/06,5/23/09,AWARDED,NO,no hits,"[{u'bibcode': u'2011JGRA..116.6220N'}, {u'bibcode': u'2011JGRA..116.0J20K'}, {u'bibcode': u'2010JGRA..115.0I12K'}, {u'bibcode': u'2010JGRA..115.0J03N'}]"
4200159771,NNX06AC35G,HQ,DYNAMICAL DATA-BASED MODELING OF THE MAGNETOSPHERIC MAGNETIC FIELD WITH ENHANCED SPATIAL RESOLUTION,MIKHAIL SITNOV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF MARYLAND,7/5/06,5/25/06,5/24/09,AWARDED,NO,no hits,"[{u'bibcode': u'2011JGRA..116.6220N'}, {u'bibcode': u'2011JGRA..116.0J20K'}, {u'bibcode': u'2010JGRA..115.0I12K'}, {u'bibcode': u'2010JGRA..115.0J03N'}]"
4200161858,NNX06AC79G,GSFC,WATER VAPOR VALIDATION ACTIVITIES WITHIN THE NDSC USING A SCANNING RAMAN LIDAR,LARRY MILOSHEVICH,DAVID WHITEMAN,UCAR,7/5/06,6/1/06,5/31/08,AWARDED,NO,[{u'bibcode': u'2009JGRD..11411305M'}]
4200159715,NNX06AC98G,GSFC,RESURRECTING PHOSPHOTYROSINE-BINDING PROTEINS,DR. STEVEN BENNER,MICHAEL NEW,FOUNDATION FOR APPLIED MOLECULAR EVOLUTION,7/5/06,6/14/06,6/13/09,AWARDED,NO,no hits,[{u'bibcode': u'2009JGRD..11411305M'}]
4200158626,NNX06AB87G,HQ,"PLASMA SHEET ION PROPERTIES, SOURCES AND TRANSPORT FOR DIFFERENT SOLAR WIND, GEOMAGNETIC AND SOLAR",SIMON WING,MADHULIKA GUHATHAKURTA,JOHNS HOPKINS UNIVERSITY,7/6/06,9/1/06,8/31/09,AWARDED,NO,"[{u'bibcode': u'2010JGRA..11510233O'}, {u'bibcode': u'2010JGRA..115.4208L'}, {u'bibcode': u'2008JGRA..11310203F'}, {u'bibcode': u'2006GeoRL..3323106W'}]"
4200158714,NNX06AB90G,HQ,TERRESTRIAL PLANET EVOLUTION,VICKI HANSEN,STEVE SAUNDERS,UNIVERSITY OF MINNESOTA,7/6/06,7/15/06,7/14/09,AWARDED,NO,[{u'bibcode': u'2012Icar..217..451B'}]
4200158799,NNX06AB95G,HQ,UNDERSTANDING THE EVOLUTION AND IMPACTS OF STORM-ENHANCED ELECTRIC FIELDS IN THE MID-LATITUDE,RAYMOND GREENWALD,MADHULIKA GUHATHAKURTA,JOHNS HOPKINS UNIVERSITY,7/6/06,6/1/06,5/31/09,AWARDED,NO,[{u'bibcode': u'2006GeoRL..3318105G'}]
4200159803,NNX06AC40G,HQ,SUB-AURORAL POLARIZATION STREAMS EFFECTS ON THE IONOSPHERE AND THERMOSPHERE,ELSAYED TALAAT,MADHULIKA GUHATHAKURTA,JOHNS HOPKINS UNIVERSITY,7/6/06,5/25/06,5/24/09,AWARDED,NO,"[{u'bibcode': u'2012JASTP..77...46Z'}, {u'bibcode': u'2011JGRA..11612304C'}, {u'bibcode': u'2010GeoRL..37.4803T'}]"
4200159011,NNX06AC46G,HQ,CORNELL'S SPACECRAFT PLANETARY IMAGING FACILITY (SPIF),JOSEPH VEVERKA,STEPHEN SAUNDERS,CORNELL UNIVERSITY,7/10/06,6/22/06,6/21/11,AWARDED,NO,no hits,"[{u'bibcode': u'2012JASTP..77...46Z'}, {u'bibcode': u'2011JGRA..11612304C'}, {u'bibcode': u'2010GeoRL..37.4803T'}]"
4200158718,NNX06AB98G,HQ,PLANETARY RINGS; OBSERVATION AND INTERPRETATION,MARK SHOWALTER,STEVE SAUNDERS,SETI INSTITUTE,7/11/06,6/15/06,6/14/09,AWARDED,NO,[{u'bibcode': u'2007AAS...211.5608H'}]
4200159592,NNX06AC48G,GSFC,A TEST OF WIND DYNAMIC IN ACCRETING YOUNG STARS,ANDREA DUPREE,GEORGE SONNEBORN,HARVARD CFA - SAO,7/11/06,6/6/06,6/5/07,AWARDED,NO,no hits,[{u'bibcode': u'2007AAS...211.5608H'}]
4200159629,NNX06AC49G,GSFC,"DESIGN, FABRICATION AND CRYOGENIC TEMPERATURE TESTING OF LIGHT WEIGHT COMPOSITE MIRRORS",PETER CHEN,JOHN BRASUNAS,THE CATHOLIC UNIVERSITY OF AMERICA,7/11/06,6/1/06,2/28/07,AWARDED,NO,no hits,[{u'bibcode': u'2007AAS...211.5608H'}]
4200159066,NNX06AC50G,HQ,EXPLORING THE COLLISIONAL AND DYNAMICAL IMPLICATIONS OF CURRENT OUTER PLANET MIGRATION MODELS,DAVID O'BRIEN,STEVE SAUNDERS,PLANETARY SCIENCE INSTITUTE,7/11/06,6/28/06,6/27/09,AWARDED,NO,"[{u'bibcode': u'2010Icar..205..321B'}, {u'bibcode': u'2009Icar..200..503M'}, {u'bibcode': u'2008ssbn.book..293K'}]"
4200160108,NNX06AC62G,GSFC,USING ST5 MAGNETIC FIELD DATA IN STUDYING THE COUPLING OF EARTH MAGNETOSPHERE AND IONOSPHERE,TIAN-SEN HUANG,GUAN LE,PRAIRIE VIEW A&M RESEARCH FOUNDATION,7/11/06,6/6/06,6/5/07,AWARDED,NO,[{u'bibcode': u'2010JASTP..72..369H'}]
4200160187,NNX06AD13G,GSFC,LOW COST ADAPTIVE OPTICS FOR PLANETARY OBSERVATIONS AT THE MCMATH-PIERCE SOLAR TELESCOPE,ROSEMARY KILLEN,LINDLEY JOHNSON,UNIVERSITY OF MARYLAND,7/11/06,6/22/06,6/21/07,AWARDED,NO,no hits,[{u'bibcode': u'2010JASTP..72..369H'}]
4200164529,NNX06AD49G,GSFC,ANALYSIS OF PIONEER VENUS NIGHTSIDE IONOSPHERIC DATA,DR. ARTHUR AIKIN,JOSEPH GREBOWSKY,"THE CATHOLIC UNIVERSITY OF AMERICA, WASHINGTON DC",7/11/06,7/5/06,7/4/07,AWARDED,NO,no hits,[{u'bibcode': u'2010JASTP..72..369H'}]
4200159647,NNX06AC44G,GSFC,STORM-TIME IONOSPHERIC ELECTRIC FIELDS,BELA FEJER,MADHULIKA GUHATHAKURTA,UTAH STATE UNIVERSITY,7/12/06,6/28/06,6/27/09,AWARDED,NO,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200159186,NNX06AC76G,GSFC,"ATMOSPHERIC MODELING, ASSIMILATION AND SOURCE-SINK ESTIMATION FOR THE CARBON CYCLE",DENIS O'BRIEN,STEVEN PAWSON,COLORADO STATE UNIVERSITY,7/12/06,6/23/06,6/22/11,AWARDED,NO,no hits,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200156092,NNX06AD04G,GSFC,SIGE VOLTAGE REFERENCE FOR JWST,JOHN D. CRESSLER,SACHIDANANDA BABU,GEORGIA TECH RESEARCH CORPORATION,7/12/06,7/1/06,12/31/06,AWARDED,NO,no hits,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200145373,NNX06AB50G,GSFC,PATHWAYS TO PREDICTABILITY ON SUB-SEASONAL TIME SCALES: ASSESSING THE ROLE OF TROPICAL FORCING AND,JIALIN LIN,SIEGFRIED SCHUBERT,UNIVERSITY OF COLORADO,7/13/06,5/1/06,4/30/11,AWARDED,NO,no hits,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200157370,NNX06AB52G,GSFC,ASSUME THE RESPONSIBILITIES OF NASA GLOBAL PRECIPITATION MISSION GROUND VALIDATION SCIENCE MANAGER,WALTER PETERSEN,ARTHUR Y. HOU,UNIVERSITY OF ALABAMA-HUNTSVILLE,7/13/06,5/9/06,5/8/07,AWARDED,NO,no hits,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200157775,NNX06AB68G,HQ,FOREST STRUCTURE AND BIODIVERSITY ON A STEEP GEOPHYSICAL GRADIENT,ROBERT LAWTON,WOODY TURNER,UNIVERSITY OF ALABAMA-HUNTSVILLE,7/13/06,5/31/06,5/30/09,AWARDED,NO,no hits,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200153509,NNX06AB71G,GSFC,NUMERICAL MODELING OF EARLY AFTERGLOWS OF GRBS,ANDREI BELOBORODOV,FRANCIS MARSHALL,COLUMBIA UNIVERSITY,7/13/06,6/29/06,6/28/07,AWARDED,NO,no hits,"[{u'bibcode': u'2011SSRv..158..145F'}, {u'bibcode': u'2008GeoRL..3520106F'}, {u'bibcode': u'2007AnGeo..25.2551J'}]"
4200159062,NNX06AC12G,HQ,"RIDGES ON EUROPA: A VARIED HISTORY OF TENSILE, SHEAR, AND CONTRACTIONAL DEFORMATION",SIMON KATTENHORN,STEVE SAUNDERS,UNIVERSITY OF IDAHO,7/13/06,6/28/06,6/27/09,AWARDED,NO,"[{u'bibcode': u'2010JSG....32..855S'}, {u'bibcode': u'2008LPI....39.2036B'}]"
4200161971,NNX06AC96G,GSFC,POLAR MESOSPHERIC CLOUD MORPHOLOGY AND VARIABILITY FROM SBUV/2 INSTRUMENTS,MATTHEW DELAND,PHIL RICHARDS,"SCIENCE SYSTEMS AND APPLICATIONS, INC.",7/13/06,7/1/06,6/30/09,AWARDED,NO,[{u'bibcode': u'2009JASTP..71..365B'}]
4200156129,NNX06AD18G,GSFC,DYNAMICS OF THE OUTER PLANETS AND SATELLITES,WILLIAM WARD,CURT NIEBUR,SOUTHWEST RESEARCH INSTITUTE,7/13/06,6/22/06,6/21/09,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200158717,NNX06AB92G,HQ,PLANETARY INTERIOR MODELING AND TECTONIC IMPLICATIONS,ROGER PHILLIPS,STEVE SAUNDERS,WASHINGTON UNIVERSITY,7/14/06,7/1/06,6/30/09,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200164259,NNX06AD29G,GSFC,"DYNAMICS OF A YOUNG, O-RICH SUPERNOVA REMNANT IN THE SMALL MAGELLANIC CLOUD",TERRANCE GAETZ,GEORGE SONNEBORN,SMITHSONIAN INSTITUTION,7/14/06,7/1/06,6/30/07,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200164272,NNX06AD37G,GSFC,WOLF-RAYET STARS IN ENVIRONMENTS OF DIFFERENT METALLICITY,JAMES HERALD,GEORGE SONNEBORN,JOHNS HOPKINS UNIVERSITY,7/14/06,7/1/06,6/30/07,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200164872,NNX06AD58G,GSFC,VERIFYING SSS SEASONAL CYCLE AND MIXING IN NUMERICAL CLIMATE MODELS,WILLIAM LARGE,DAVID LEVINE,NATIONAL CENTER FOR ATMOSPHERIC RESEARCH,7/14/06,7/10/06,7/9/11,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200159251,NNX06AC09G,GSFC,MICROPHYSICAL MEASUREMENTS USING THE DC-8 IN NAMMA-06 FIELD CAMPAIGN AND ANALYSIS OF DATA,PAUL LAWSON,RICHARD LAWRENCE,"SPEC, INC",7/17/06,6/1/06,5/31/09,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200160134,NNX06AC56G,GSFC,MICROPHYSICAL MEASUREMENTS AND ANALYSIS IN SUPPORT OF NASA AFRICAN MONSOON MULTIDISCIPLINARY ACTIVIT,BILL DAWSON,RICHARD LAWRENCE,"DROPLET MEASUREMENT TECHNOLOGIES, INC",7/17/06,6/6/06,6/5/07,AWARDED,NO,no hits,[{u'bibcode': u'2009JASTP..71..365B'}]
4200157366,NNX06AC75G,GSFC,"ATMOSPHERIC MODELING, ASSIMILATION AND SOURCE-SINK ESTIMATION FOR THE CARBON CYCLE",SCOTT DENNING,STEVE PAWSON,COLORADO STATE UNIVERSITY,7/17/06,6/23/06,6/22/11,AWARDED,NO,"[{u'bibcode': u'2011GeoRL..38.9804P'}, {u'bibcode': u'2008ACP.....8.7239P'}, {u'bibcode': u'2008ACPD....812887C'}, {u'bibcode': u'2008ACPD....812197P'}]"
4200162290,NNX06AC95G,GSFC,CONSTRAINTS ON MODELING THE DYNAMIC TROPOSPHERE-STRATOSPHERE COUPLING,JUDITH PERLWITZ,HAL MARING,UNIVERSITY OF COLORADO,7/17/06,6/14/06,6/13/07,AWARDED,NO,no hits,"[{u'bibcode': u'2011GeoRL..38.9804P'}, {u'bibcode': u'2008ACP.....8.7239P'}, {u'bibcode': u'2008ACPD....812887C'}, {u'bibcode': u'2008ACPD....812197P'}]"
4200161534,NNX06AC82G,GSFC,INVESTIGATING PRECIPITATION PROCESSES ALONG THE ATLANTIC COAST OF SENEGAL,JOSE FUENTES,RICHARD LAWRENCE,UNIVERSITY OF VIRGINIA,7/18/06,7/1/06,6/30/09,AWARDED,NO,no hits,"[{u'bibcode': u'2011GeoRL..38.9804P'}, {u'bibcode': u'2008ACP.....8.7239P'}, {u'bibcode': u'2008ACPD....812887C'}, {u'bibcode': u'2008ACPD....812197P'}]"
4200153546,NNX06AB80G,GSFC,OPTICAL/IR FOLLOW UP OF SWIFT GAMMA-RAY BURSTS FROM SMARTS,CHARLES BAILYN,FRANCIS MARSHALL,YALE UNIVERSITY,7/19/06,7/11/06,7/10/07,AWARDED,NO,no hits,"[{u'bibcode': u'2011GeoRL..38.9804P'}, {u'bibcode': u'2008ACP.....8.7239P'}, {u'bibcode': u'2008ACPD....812887C'}, {u'bibcode': u'2008ACPD....812197P'}]"
